0 0.0000 
5000 277.6956 
10000 299.1839 
15000 289.6982 
20000 289.3933 
25000 311.4017 
30000 294.1536 
35000 326.5915 
40000 290.5980 
45000 304.4066 
50000 320.0443 
55000 293.6728 
60000 290.5511 
65000 291.3731 
70000 293.3503 
75000 314.9481 
80000 290.9037 
85000 304.8226 
90000 290.4207 
95000 296.3076 
100000 298.2002 
105000 306.2074 
110000 305.5514 
115000 305.2233 
120000 307.3045 
125000 295.0019 
130000 294.7035 
135000 308.2798 
140000 315.7191 
145000 299.7350 
150000 300.1281 
155000 304.5640 
160000 290.9899 
165000 301.2694 
170000 291.9003 
175000 297.3810 
180000 296.7098 
185000 307.9286 
190000 304.4953 
195000 303.5763 
200000 302.3803 
205000 308.9858 
210000 305.3537 
215000 293.4378 
220000 306.6028 
225000 298.9329 
230000 301.8609 
235000 288.8669 
240000 296.5272 
245000 300.2938 
250000 285.5928 
255000 294.5802 
260000 299.9394 
265000 294.9607 
270000 305.0596 
275000 295.3892 
280000 308.1510 
285000 295.4567 
290000 304.2222 
295000 302.3037 
300000 292.8665 
305000 315.0444 
310000 284.4826 
315000 290.6478 
320000 296.3977 
325000 303.2946 
330000 294.2653 
335000 287.6854 
340000 294.9573 
345000 290.6253 
350000 306.4680 
355000 305.0938 
360000 284.1970 
365000 300.5646 
370000 297.5379 
375000 284.8862 
380000 304.9425 
385000 291.9816 
390000 298.9937 
395000 298.2177 
400000 296.6571 
405000 295.9293 
410000 295.5793 
415000 306.7588 
420000 297.8645 
425000 290.4428 
430000 308.1310 
435000 305.4512 
440000 308.8746 
445000 300.7216 
450000 293.0161 
455000 297.1952 
460000 294.4187 
465000 290.5205 
470000 286.5374 
475000 293.6660 
480000 299.6147 
485000 299.5082 
490000 295.0718 
495000 298.7413 
500000 297.4758 
