0 6516.2595 
5000 -382.4165 
10000 25.6554 
15000 -693.3092 
20000 210.3488 
25000 -552.4041 
30000 -142.1828 
35000 98.0065 
40000 460.8244 
45000 115.1581 
50000 -455.0617 
55000 -277.0404 
60000 -94.3480 
65000 -400.4763 
70000 -211.8631 
75000 -387.8849 
80000 -603.7801 
85000 -832.8226 
90000 -384.2848 
95000 -435.6943 
100000 554.5652 
105000 -267.9066 
110000 457.3138 
115000 -743.6398 
120000 485.9741 
125000 -412.4649 
130000 535.4445 
135000 -274.9541 
140000 -58.9074 
145000 176.2511 
150000 90.7380 
155000 -550.9948 
160000 91.6162 
165000 -165.5107 
170000 345.2879 
175000 -603.7603 
180000 -821.0907 
185000 -761.3678 
190000 -231.9854 
195000 -102.2475 
200000 -316.6632 
205000 68.7706 
210000 443.5791 
215000 -431.7381 
220000 194.8113 
225000 -79.2774 
230000 -1145.8171 
235000 94.7536 
240000 -58.0633 
245000 -704.0370 
250000 -851.3391 
255000 -510.1611 
260000 -292.1699 
265000 -827.3708 
270000 -4.3563 
275000 473.0990 
280000 166.3029 
285000 -170.1902 
290000 -77.4995 
295000 -445.7102 
300000 179.4625 
305000 -335.0412 
310000 92.3506 
315000 -592.7233 
320000 48.9253 
325000 -211.0821 
330000 -1038.4927 
335000 -475.8026 
340000 -138.6127 
345000 -670.8300 
350000 -203.1595 
355000 -606.3922 
360000 -291.3455 
365000 -579.8430 
370000 -892.0286 
375000 -636.1283 
380000 -1003.3371 
385000 197.2252 
390000 453.6953 
395000 -760.6499 
400000 -160.3669 
405000 31.7993 
410000 4.7373 
415000 -101.5350 
420000 -165.2412 
425000 -428.4256 
430000 -583.7448 
435000 667.9713 
440000 322.4402 
445000 50.4586 
450000 -492.9881 
455000 -835.2208 
460000 -405.1520 
465000 -840.3855 
470000 -1156.7654 
475000 415.0736 
480000 -510.6152 
485000 -491.4324 
490000 -266.0163 
495000 -651.7452 
500000 -42.1963 
