0 -4685.3496 
5000 -5176.3796 
10000 -5198.4017 
15000 -5206.2561 
20000 -5173.7748 
25000 -5243.0484 
30000 -5209.4914 
35000 -5161.6204 
40000 -5193.0225 
45000 -5166.3189 
50000 -5222.4341 
55000 -5242.3096 
60000 -5222.8824 
65000 -5208.7559 
70000 -5198.6076 
75000 -5155.4607 
80000 -5218.9606 
85000 -5179.1704 
90000 -5236.4234 
95000 -5194.9435 
100000 -5243.9187 
105000 -5230.4920 
110000 -5268.1502 
115000 -5217.6290 
120000 -5259.9147 
125000 -5211.2399 
130000 -5209.6650 
135000 -5265.8766 
140000 -5181.8795 
145000 -5175.3999 
150000 -5278.1624 
155000 -5232.5129 
160000 -5181.6884 
165000 -5216.9992 
170000 -5180.7716 
175000 -5223.1305 
180000 -5267.5762 
185000 -5230.6069 
190000 -5243.9784 
195000 -5235.6812 
200000 -5172.7448 
205000 -5210.9100 
210000 -5199.7992 
215000 -5146.7570 
220000 -5207.2780 
225000 -5310.7635 
230000 -5193.5663 
235000 -5202.7228 
240000 -5160.6155 
245000 -5175.2079 
250000 -5172.7897 
255000 -5238.3755 
260000 -5266.4096 
265000 -5194.3073 
270000 -5232.5402 
275000 -5221.5598 
280000 -5252.9438 
285000 -5232.4263 
290000 -5204.8711 
295000 -5179.8618 
300000 -5229.9643 
305000 -5243.2374 
310000 -5285.9330 
315000 -5163.9682 
320000 -5189.3658 
325000 -5224.3304 
330000 -5224.4413 
335000 -5213.8327 
340000 -5204.9452 
345000 -5238.7237 
350000 -5211.7382 
355000 -5242.2820 
360000 -5229.3029 
365000 -5158.2460 
370000 -5233.4190 
375000 -5231.5536 
380000 -5198.5079 
385000 -5208.2745 
390000 -5166.3696 
395000 -5171.5218 
400000 -5183.4075 
405000 -5195.1133 
410000 -5197.1451 
415000 -5203.9977 
420000 -5185.1516 
425000 -5294.0279 
430000 -5196.9507 
435000 -5250.6556 
440000 -5246.5572 
445000 -5204.8894 
450000 -5210.0129 
455000 -5131.0849 
460000 -5214.3418 
465000 -5205.0504 
470000 -5224.4541 
475000 -5177.0758 
480000 -5191.9615 
485000 -5139.0343 
490000 -5192.3906 
495000 -5249.4820 
500000 -5171.3002 
