0 297.3323 
500 350.5030 
1000 340.5652 
1500 331.5505 
2000 320.7111 
2500 318.5934 
3000 318.9296 
3500 307.7517 
4000 310.8667 
4500 319.6847 
5000 302.6022 
5500 304.0550 
6000 315.3090 
6500 322.4439 
7000 314.5192 
7500 313.8967 
8000 314.0113 
8500 312.1285 
9000 298.6154 
9500 305.7636 
10000 299.6060 
10500 306.0514 
11000 308.2690 
11500 310.3437 
12000 306.0752 
12500 308.8687 
13000 308.4453 
13500 304.7570 
14000 309.3853 
14500 307.0868 
15000 300.5775 
15500 305.5166 
16000 309.3142 
16500 310.8093 
17000 319.2388 
17500 305.4338 
18000 310.1472 
18500 307.7036 
19000 314.7481 
19500 300.1279 
20000 315.7953 
20500 310.8999 
21000 310.7051 
21500 303.0747 
22000 308.8487 
22500 311.4411 
23000 313.4778 
23500 317.1537 
24000 315.0273 
24500 311.4027 
25000 322.3290 
25500 316.1506 
26000 301.0554 
26500 304.3868 
27000 303.5050 
27500 302.9515 
28000 303.6122 
28500 308.7189 
29000 301.8362 
29500 315.4345 
30000 307.0892 
30500 323.9930 
31000 312.8752 
31500 318.6094 
32000 319.2934 
32500 314.6620 
33000 325.7903 
33500 322.5011 
34000 312.7835 
34500 316.7817 
35000 314.5997 
35500 309.5841 
36000 318.6642 
36500 302.0586 
37000 312.3239 
37500 304.6787 
38000 316.2565 
38500 302.5411 
39000 300.5699 
39500 308.2479 
40000 290.7588 
40500 300.4897 
41000 289.1378 
41500 300.4517 
42000 286.2647 
42500 307.0795 
43000 317.6639 
43500 303.6628 
44000 307.7564 
44500 299.0430 
45000 305.9419 
45500 308.3798 
46000 304.2793 
46500 312.8578 
47000 305.5172 
47500 314.1240 
48000 306.8486 
48500 310.6873 
49000 301.4085 
49500 323.5417 
50000 303.4256 
50500 301.0777 
51000 316.0846 
51500 304.2595 
52000 306.2674 
52500 312.6350 
53000 305.0114 
53500 306.0401 
54000 299.0676 
54500 317.5739 
55000 308.7502 
55500 316.0246 
56000 308.3375 
56500 320.0901 
57000 309.2082 
57500 306.9293 
58000 306.6104 
58500 293.8324 
59000 315.7179 
59500 291.2914 
60000 310.2434 
60500 301.1160 
61000 302.8365 
61500 310.0395 
62000 313.2546 
62500 298.2808 
63000 315.1278 
63500 300.1044 
64000 313.9228 
64500 306.0914 
65000 311.9735 
65500 308.7202 
66000 307.6224 
66500 317.9378 
67000 312.0791 
67500 300.8144 
68000 295.0107 
68500 306.2389 
69000 305.0669 
69500 306.2736 
70000 319.2024 
70500 316.3152 
71000 313.0208 
71500 313.8525 
72000 309.3754 
72500 292.2063 
73000 299.7015 
73500 303.2437 
74000 307.1426 
74500 309.7962 
75000 301.3430 
75500 316.3969 
76000 307.7737 
76500 318.8509 
77000 307.4358 
77500 311.7676 
78000 314.4438 
78500 305.7711 
79000 306.5597 
79500 312.0805 
80000 317.1213 
80500 320.3183 
81000 323.1697 
81500 315.0818 
82000 317.1294 
82500 309.3576 
83000 318.7465 
83500 317.2748 
84000 312.2620 
84500 306.2279 
85000 312.4685 
85500 305.1706 
86000 301.5597 
86500 309.9201 
87000 306.0673 
87500 309.9697 
88000 298.4743 
88500 304.7480 
89000 319.0718 
89500 316.8670 
90000 303.0605 
90500 304.8811 
91000 297.5020 
91500 293.2039 
92000 302.2597 
92500 305.0035 
93000 300.4821 
93500 300.0096 
94000 314.6885 
94500 304.8829 
95000 310.8374 
95500 298.0146 
96000 294.5141 
96500 288.0434 
97000 279.6481 
97500 310.5687 
98000 319.1378 
98500 312.0242 
99000 300.0598 
99500 317.7561 
100000 307.5428 
