# time(ps) Nwater Force (pN) Pressure Dif (atm) 
138 182 12647.725999999999 27252.580772205547
139 185 12856.205 27701.799136582562
140 184 12786.712 27552.059681790226
141 190 13203.669999999998 28450.496410544252
142 183 12717.219 27402.320226997883
143 184 12786.712 27552.059681790226
144 183 12717.219 27402.320226997883
145 183 12717.219 27402.320226997883
146 181 12578.232999999998 27102.841317413207
147 181 12578.232999999998 27102.841317413207
148 186 12925.697999999999 27851.538591374898
149 187 12995.190999999999 28001.278046167237
150 181 12578.232999999998 27102.841317413207
151 184 12786.712 27552.059681790226
152 189 13134.177 28300.756955751913
153 188 13064.684 28151.017500959577
154 184 12786.712 27552.059681790226
155 184 12786.712 27552.059681790226
156 184 12786.712 27552.059681790226
157 180 12508.74 26953.10186262087
158 183 12717.219 27402.320226997883
159 180 12508.74 26953.10186262087
160 188 13064.684 28151.017500959577
161 183 12717.219 27402.320226997883
162 186 12925.697999999999 27851.538591374898
163 184 12786.712 27552.059681790226
164 189 13134.177 28300.756955751913
165 188 13064.684 28151.017500959577
166 185 12856.205 27701.799136582562
167 178 12369.753999999999 26653.622953036196
168 190 13203.669999999998 28450.496410544252
169 183 12717.219 27402.320226997883
170 186 12925.697999999999 27851.538591374898
171 187 12995.190999999999 28001.278046167237
172 181 12578.232999999998 27102.841317413207
173 187 12995.190999999999 28001.278046167237
174 186 12925.697999999999 27851.538591374898
175 185 12856.205 27701.799136582562
176 184 12786.712 27552.059681790226
177 186 12925.697999999999 27851.538591374898
178 188 13064.684 28151.017500959577
179 182 12647.725999999999 27252.580772205547
180 189 13134.177 28300.756955751913
181 187 12995.190999999999 28001.278046167237
182 185 12856.205 27701.799136582562
183 181 12578.232999999998 27102.841317413207
184 182 12647.725999999999 27252.580772205547
185 185 12856.205 27701.799136582562
186 184 12786.712 27552.059681790226
187 193 13412.149 28899.714774921267
188 187 12995.190999999999 28001.278046167237
189 186 12925.697999999999 27851.538591374898
190 188 13064.684 28151.017500959577
191 188 13064.684 28151.017500959577
192 183 12717.219 27402.320226997883
193 182 12647.725999999999 27252.580772205547
194 179 12439.247 26803.362407828532
195 189 13134.177 28300.756955751913
196 187 12995.190999999999 28001.278046167237
197 193 13412.149 28899.714774921267
198 184 12786.712 27552.059681790226
199 181 12578.232999999998 27102.841317413207
200 190 13203.669999999998 28450.496410544252
