# time(ps) Nwater Force (pN) Pressure Dif (atm) 
1 159 11049.386999999999 23808.573311981767
2 172 11952.795999999998 25755.186224282163
3 171 11883.303 25605.446769489827
4 177 12300.260999999999 26503.883498243853
5 186 12925.697999999999 27851.538591374898
6 186 12925.697999999999 27851.538591374898
7 188 13064.684 28151.017500959577
8 182 12647.725999999999 27252.580772205547
9 179 12439.247 26803.362407828532
10 184 12786.712 27552.059681790226
11 183 12717.219 27402.320226997883
12 182 12647.725999999999 27252.580772205547
13 189 13134.177 28300.756955751913
14 185 12856.205 27701.799136582562
15 183 12717.219 27402.320226997883
16 187 12995.190999999999 28001.278046167237
17 181 12578.232999999998 27102.841317413207
18 183 12717.219 27402.320226997883
19 182 12647.725999999999 27252.580772205547
20 188 13064.684 28151.017500959577
21 184 12786.712 27552.059681790226
22 182 12647.725999999999 27252.580772205547
23 178 12369.753999999999 26653.622953036196
24 183 12717.219 27402.320226997883
25 187 12995.190999999999 28001.278046167237
26 183 12717.219 27402.320226997883
27 177 12300.260999999999 26503.883498243853
28 185 12856.205 27701.799136582562
29 189 13134.177 28300.756955751913
30 185 12856.205 27701.799136582562
31 184 12786.712 27552.059681790226
32 183 12717.219 27402.320226997883
33 184 12786.712 27552.059681790226
34 188 13064.684 28151.017500959577
35 189 13134.177 28300.756955751913
36 183 12717.219 27402.320226997883
37 180 12508.74 26953.10186262087
38 181 12578.232999999998 27102.841317413207
39 183 12717.219 27402.320226997883
40 183 12717.219 27402.320226997883
41 187 12995.190999999999 28001.278046167237
42 183 12717.219 27402.320226997883
43 187 12995.190999999999 28001.278046167237
44 185 12856.205 27701.799136582562
45 186 12925.697999999999 27851.538591374898
46 186 12925.697999999999 27851.538591374898
47 185 12856.205 27701.799136582562
48 181 12578.232999999998 27102.841317413207
49 181 12578.232999999998 27102.841317413207
50 180 12508.74 26953.10186262087
51 184 12786.712 27552.059681790226
52 190 13203.669999999998 28450.496410544252
53 186 12925.697999999999 27851.538591374898
54 186 12925.697999999999 27851.538591374898
55 180 12508.74 26953.10186262087
56 179 12439.247 26803.362407828532
57 186 12925.697999999999 27851.538591374898
58 185 12856.205 27701.799136582562
59 186 12925.697999999999 27851.538591374898
60 183 12717.219 27402.320226997883
61 183 12717.219 27402.320226997883
62 186 12925.697999999999 27851.538591374898
63 182 12647.725999999999 27252.580772205547
64 189 13134.177 28300.756955751913
65 188 13064.684 28151.017500959577
66 178 12369.753999999999 26653.622953036196
67 182 12647.725999999999 27252.580772205547
68 180 12508.74 26953.10186262087
69 178 12369.753999999999 26653.622953036196
70 184 12786.712 27552.059681790226
71 180 12508.74 26953.10186262087
72 185 12856.205 27701.799136582562
73 184 12786.712 27552.059681790226
74 187 12995.190999999999 28001.278046167237
75 187 12995.190999999999 28001.278046167237
76 186 12925.697999999999 27851.538591374898
77 184 12786.712 27552.059681790226
78 183 12717.219 27402.320226997883
79 187 12995.190999999999 28001.278046167237
80 188 13064.684 28151.017500959577
81 184 12786.712 27552.059681790226
82 181 12578.232999999998 27102.841317413207
83 179 12439.247 26803.362407828532
84 190 13203.669999999998 28450.496410544252
85 186 12925.697999999999 27851.538591374898
86 186 12925.697999999999 27851.538591374898
87 187 12995.190999999999 28001.278046167237
88 180 12508.74 26953.10186262087
89 188 13064.684 28151.017500959577
90 191 13273.162999999999 28600.235865336588
91 190 13203.669999999998 28450.496410544252
92 186 12925.697999999999 27851.538591374898
93 184 12786.712 27552.059681790226
94 184 12786.712 27552.059681790226
95 187 12995.190999999999 28001.278046167237
96 188 13064.684 28151.017500959577
97 183 12717.219 27402.320226997883
98 184 12786.712 27552.059681790226
99 183 12717.219 27402.320226997883
100 189 13134.177 28300.756955751913
101 187 12995.190999999999 28001.278046167237
102 187 12995.190999999999 28001.278046167237
103 183 12717.219 27402.320226997883
104 182 12647.725999999999 27252.580772205547
105 183 12717.219 27402.320226997883
106 188 13064.684 28151.017500959577
107 190 13203.669999999998 28450.496410544252
108 183 12717.219 27402.320226997883
109 186 12925.697999999999 27851.538591374898
110 186 12925.697999999999 27851.538591374898
111 181 12578.232999999998 27102.841317413207
112 177 12300.260999999999 26503.883498243853
113 186 12925.697999999999 27851.538591374898
114 186 12925.697999999999 27851.538591374898
115 183 12717.219 27402.320226997883
116 182 12647.725999999999 27252.580772205547
117 178 12369.753999999999 26653.622953036196
118 181 12578.232999999998 27102.841317413207
119 183 12717.219 27402.320226997883
120 178 12369.753999999999 26653.622953036196
121 181 12578.232999999998 27102.841317413207
122 180 12508.74 26953.10186262087
123 182 12647.725999999999 27252.580772205547
124 179 12439.247 26803.362407828532
125 181 12578.232999999998 27102.841317413207
126 180 12508.74 26953.10186262087
127 187 12995.190999999999 28001.278046167237
128 183 12717.219 27402.320226997883
129 184 12786.712 27552.059681790226
130 185 12856.205 27701.799136582562
131 187 12995.190999999999 28001.278046167237
132 188 13064.684 28151.017500959577
133 186 12925.697999999999 27851.538591374898
134 188 13064.684 28151.017500959577
135 187 12995.190999999999 28001.278046167237
136 190 13203.669999999998 28450.496410544252
137 180 12508.74 26953.10186262087
